Average Rent,Category,Latitude,Longitude,Name,Neighborhood
1708.324444,Park,40.84013748168945,-73.89710235595703,Crotona Park Community Center,CROTONA PARK EAST
1708.324444,Park,40.84076416514477,-73.89120357977235,Admiral Farragut Park,CROTONA PARK EAST
1708.324444,Park,40.83929796611759,-73.8908073906657,Hylan Park,CROTONA PARK EAST
1708.324444,Park,40.839466,-73.89513,East River Park,CROTONA PARK EAST
1708.324444,Park,40.83211917544539,-73.89533193731066,Cottons Park,CROTONA PARK EAST
1708.324444,School,40.836177825927734,-73.89273071289062,C.S. 61 Francisco Oller School,CROTONA PARK EAST
1708.324444,School,40.834470403578095,-73.88721868465217,fairmont neighborhood school,CROTONA PARK EAST
1708.324444,School,40.839389,-73.888692,Tremont Monterey Pre-School,CROTONA PARK EAST
2067.583333,Park,40.663131770658175,-73.93987703465844,Lefferts Park,CROWN HEIGHTS
2067.583333,School,40.667429,-73.944868,St. Marks School,CROWN HEIGHTS
2067.583333,School,40.66999435424805,-73.94596862792969,Oholei Menachem Elementary School,CROWN HEIGHTS
2067.583333,School,40.67018205737286,-73.94209856799199,Magic Kingdom Nursery School,CROWN HEIGHTS
2067.583333,School,40.67039833777023,-73.94206986617345,Arista Prep School,CROWN HEIGHTS
2067.583333,School,40.666679007177436,-73.94998566640727,The Crown School,CROWN HEIGHTS
2067.583333,School,40.66827,-73.950377,Prestige Auto School,CROWN HEIGHTS
2067.583333,School,40.662465000000005,-73.939809,Evolution Driving School,CROWN HEIGHTS
2067.583333,Office,40.668878,-73.94114300000001,Rohr Jewish Learning Institute (union office),CROWN HEIGHTS
2067.583333,Office,40.670813,-73.942288,The office,CROWN HEIGHTS
2067.583333,Office,40.67115033859493,-73.94063263197746,Sickle Cell Office (SCTPN HDQTRS),CROWN HEIGHTS
2067.583333,Office,40.669651,-73.939711,Lofts And Flats Office,CROWN HEIGHTS
2067.583333,Office,40.66928649189723,-73.94234044041795,Chabad-Lubavitch World Headquarters (offices),CROWN HEIGHTS
2067.583333,Office,40.669677734375,-73.94306945800781,Jewish Educational Media (770 Offices),CROWN HEIGHTS
2067.583333,Office,40.669052719333486,-73.94896966085808,Kehot Offices (Suite 200),CROWN HEIGHTS
4034.833333,Playground,40.70411514363932,-73.99030208587646,Main Street Playground,DUMBO
4034.833333,Playground,40.7031269950566,-73.9961839260364,Pier 1 Playground,DUMBO
4034.833333,Playground,40.70069153734653,-73.99493696717406,Harry Chapin Playground,DUMBO
4034.833333,Park,40.702282,-73.996456,Brooklyn Bridge Park,DUMBO
4034.833333,Park,40.6976894504753,-73.99068832397461,Cadman Plaza Park,DUMBO
4034.833333,Park,40.70438354518276,-73.99294137954712,Empire-Fulton Ferry State Park,DUMBO
4034.833333,Park,40.70079974566844,-73.99695716067038,Brookyn Bridge Park Greenway,DUMBO
4034.833333,Park,40.69998325006319,-73.98618221282959,Bridge Park 3,DUMBO
4034.833333,Park,40.704504,-73.989946,Brooklyn Bridge Park - Main Street Section,DUMBO
4034.833333,Park,40.69834018178774,-73.99030208587646,Walt Whitman Park,DUMBO
4034.833333,Park,40.70090644143492,-73.99557530879974,Squibb Park,DUMBO
4034.833333,Park,40.70168571779864,-73.98850970953359,Bar and Grill Park,DUMBO
4034.833333,Park,40.70420196965803,-73.99055837150034,Main Street Park,DUMBO
4034.833333,Park,40.704823,-73.986703,Brooklyn Bridge Park - John Street Section,DUMBO
4034.833333,Park,40.700772233792435,-73.98649334907532,Bridge Park,DUMBO
4034.833333,Park,40.69853547582457,-73.98417658624808,Trinity Park,DUMBO
4034.833333,Park,40.702634280017776,-73.99611930446412,Harbor View Lawn,DUMBO
4034.833333,Park,40.7043745786957,-73.99276210416295,Picnic Grove,DUMBO
4034.833333,Event Space,40.702585,-73.986713,Rude Mechanical Orchestra Practice Space,DUMBO
4034.833333,General Entertainment,40.702281014990646,-73.98706042620401,Lucky Branded Entertainment,DUMBO
4034.833333,School,40.70267541056684,-73.98996152288103,Huge Content Strategy School,DUMBO
4034.833333,School,40.700949525863216,-73.99309258814424,PS 8 Robert Fulton School,DUMBO
4034.833333,School,40.70296859741211,-73.99246978759766,Dock Street School (MS 313),DUMBO
4034.833333,School,40.700127,-73.989845,High School for Public Service,DUMBO
4034.833333,Office,40.702791,-73.99044,St. Ann's Warehouse Admin Office,DUMBO
4034.833333,Office,40.702594616019944,-73.98991561137187,Scope Art Fair Office,DUMBO
4034.833333,Office,40.70341566786799,-73.99161100387573,West Elm Corporate Office,DUMBO
4034.833333,Office,40.702331,-73.98872921999998,Edit.com Office,DUMBO
4034.833333,Office,40.703663,-73.987703,Jagermeister office,DUMBO
4034.833333,Office,40.70438286969011,-73.99244646692361,Two Bridges- Management Office,DUMBO
4034.833333,Office,40.704032487792624,-73.98732159326325,Lo & Sons - Dumbo Office,DUMBO
4034.833333,Office,40.70228,-73.986837,U2i NYC Office,DUMBO
4034.833333,Office,40.70453643798828,-73.98653411865234,The Overlook Office,DUMBO
4034.833333,Office,40.702381019340656,-73.98672854365296,Nantucket Film Festival NY Office,DUMBO
4034.833333,Office,40.699022,-73.994434,Now (Brooklyn office),DUMBO
4034.833333,Office,40.699913,-73.983143,Zoivi Office,DUMBO
4034.833333,Office,40.70058643233032,-73.98848647349183,Etsy HQ,DUMBO
4034.833333,Office,40.70256958209935,-73.98670751747328,SocialGuide,DUMBO
4034.833333,Office,40.703476,-73.98675,Law Offices Of Jay Lichtman,DUMBO
4034.833333,Office,40.70493110748852,-73.98803323003932,Urban Latino Magazine/Urban Lifestyle Media Offices,DUMBO
1826.25,Playground,40.641182161440234,-73.96569576121658,P.S. 139 Playground (Argyle Rd),DITMAS PARK
1826.25,Playground,40.63760628201117,-73.97111715453165,Ditmas Playground,DITMAS PARK
1826.25,Park,40.63711205188709,-73.967974864056,The Park,DITMAS PARK
1826.25,Park,40.632103092742575,-73.9671478902636,Midwood Park,DITMAS PARK
1826.25,School,40.642072188810644,-73.96448468870405,Pollywog Pre-school Co-op,DITMAS PARK
1826.25,Office,40.64286211201739,-73.96256761998089,XXL/King/Slam Magazine Offices,DITMAS PARK
1882.6026170000002,Park,40.77288813003166,-73.74489068984984,Udall's Park Preserve,DOUGLASTON
1882.6026170000002,School,40.765826429846236,-73.74479486520633,Douglaston School Of Music,DOUGLASTON
3214.416667,Movie Theater,40.690508449469284,-73.99206453063778,Regal UA Court Street & RPX,DOWNTOWN BROOKLYN
3214.416667,Park,40.69363037043673,-73.99006605148315,Columbus Park,DOWNTOWN BROOKLYN
3214.416667,Park,40.69638955764727,-73.98649517305151,McLaughlin Park,DOWNTOWN BROOKLYN
3214.416667,Park,40.693002311249735,-73.99153972432849,Kongsuadiputra's Park,DOWNTOWN BROOKLYN
3214.416667,Park,40.69630742926417,-73.98560561954304,ZogSports - McLaughlin Park,DOWNTOWN BROOKLYN
3214.416667,Park,40.692018,-73.983847,Willoughby Square Pop-Up,DOWNTOWN BROOKLYN
3214.416667,School,40.688811,-73.982093,International Charter School Of New York,DOWNTOWN BROOKLYN
3214.416667,School,40.69456109298284,-73.98882418496503,The Urban Assembly School for Law and Justice,DOWNTOWN BROOKLYN
3214.416667,School,40.69393327,-73.9914732,Allen School of Health Sciences,DOWNTOWN BROOKLYN
3214.416667,School,40.69226349545012,-73.9868682103931,International Charter School of NY,DOWNTOWN BROOKLYN
3214.416667,School,40.692426,-73.986863,Brooklyn Friends School - Upper School Building,DOWNTOWN BROOKLYN
3214.416667,School,40.692623487504825,-73.98817418318318,Brooklyn Friends School,DOWNTOWN BROOKLYN
3214.416667,School,40.694891999999996,-73.991178,Saint Ann's Lower School,DOWNTOWN BROOKLYN
3214.416667,School,40.691947,-73.985513,Saint Joseph's High School,DOWNTOWN BROOKLYN
3214.416667,School,40.691992731284124,-73.98505466820684,Brooklyn Prospect Charter School Downtown,DOWNTOWN BROOKLYN
3214.416667,School,40.69600865174702,-73.98560561954304,George Westinghouse High School,DOWNTOWN BROOKLYN
3214.416667,School,40.69218238825988,-73.99392134920231,Mary Mcdowell Friends High School,DOWNTOWN BROOKLYN
3214.416667,School,40.69,-73.989331,Pacific High School,DOWNTOWN BROOKLYN
3214.416667,School,40.695003509521484,-73.98703002929688,City Polytechnic High School,DOWNTOWN BROOKLYN
3214.416667,School,40.690309,-73.99134000000001,A Fantis Parochial School,DOWNTOWN BROOKLYN
3214.416667,School,40.68881722097508,-73.98244484160041,Hanover School,DOWNTOWN BROOKLYN
3214.416667,School,40.693641662597656,-73.99202728271484,Whittle School And Studios,DOWNTOWN BROOKLYN
3214.416667,School,40.687346,-73.983643,Ps 369 At Coy L Cox School,DOWNTOWN BROOKLYN
3214.416667,School,40.697368,-73.985434,Brooklyn Lab Charter School,DOWNTOWN BROOKLYN
3214.416667,School,40.697428,-73.98585600000001,New Tech Driving School,DOWNTOWN BROOKLYN
3214.416667,Pedestrian Plaza,40.69232474202854,-73.98860692977905,Willoughby Pedestrian Plaza,DOWNTOWN BROOKLYN
3214.416667,Office,40.692396,-73.985972,Office for Creative Research,DOWNTOWN BROOKLYN
3214.416667,Office,40.69213514271467,-73.98587535555836,cauldwell wingate field office,DOWNTOWN BROOKLYN
3214.416667,Office,40.69362676930933,-73.9882331820908,Achievement First Network Office,DOWNTOWN BROOKLYN
3214.416667,Office,40.693587,-73.988097,DOE Cluster 1 Office,DOWNTOWN BROOKLYN
3214.416667,Office,40.694405992726104,-73.9867591687836,MetroTech Public Safety Office,DOWNTOWN BROOKLYN
3214.416667,Office,40.689517,-73.985695,Welfare office,DOWNTOWN BROOKLYN
3214.416667,Office,40.69344327260912,-73.99075269699097,law office of jeffrey peltz,DOWNTOWN BROOKLYN
3214.416667,Office,40.693339,-73.99089,Law office of Beth SchlossmanEsq.,DOWNTOWN BROOKLYN
3214.416667,Office,40.692747,-73.982542,Paula Cheng - New York office,DOWNTOWN BROOKLYN
3214.416667,Office,40.69505430221431,-73.99081088381882,TSA Precheck Office,DOWNTOWN BROOKLYN
3214.416667,Office,40.69434642791748,-73.99191677570343,MercyFirst (Montague St. Office),DOWNTOWN BROOKLYN
3214.416667,Office,40.69672775268555,-73.98490142822266,Steve Madden SoHo Office,DOWNTOWN BROOKLYN
3214.416667,Office,40.69376366666492,-73.98736176637732,NYCERS,DOWNTOWN BROOKLYN
3214.416667,Office,40.693595283687344,-73.98961144734626,Kings County Clerk,DOWNTOWN BROOKLYN
3214.416667,Office,40.693944837407095,-73.9841645353811,Brooklyn Nets Basketball Offices,DOWNTOWN BROOKLYN
3214.416667,Office,40.69398774516019,-73.99131617436511,Social Security Administration,DOWNTOWN BROOKLYN
3214.416667,Office,40.693963,-73.991356,Jane Barrett And Associates,DOWNTOWN BROOKLYN
3214.416667,Office,40.686997999999996,-73.985642,Stribling Brooklyn,DOWNTOWN BROOKLYN
3214.416667,Office,40.692288135255865,-73.9904522895813,NYC Department of Finance,DOWNTOWN BROOKLYN
3214.416667,Office,40.69275537852506,-73.9918339625001,Opus Virtual Offices,DOWNTOWN BROOKLYN
3214.416667,Office,40.693293594018414,-73.99086320403512,The Law Offices of Zachary A. Westenhoefer,DOWNTOWN BROOKLYN
1662.5,Playground,40.619305,-74.014453,Dyker Heights Playground,DYKER HEIGHTS
1662.5,School,40.61601428220179,-74.01113129562408,Saint Bernadette school,DYKER HEIGHTS
1662.5,School,40.618663346889285,-74.013329053258,JHS 201 Dyker Heights Intermediate,DYKER HEIGHTS
1662.5,Office,40.62371519895351,-74.0114009957021,Danas Office,DYKER HEIGHTS
1882.6026170000002,Movie Theater,40.76149854803785,-73.86561041349407,Fair Movie Theatre,EAST ELMHURST
1882.6026170000002,Playground,40.76396995540781,-73.87040945844676,East Elmhurst Playground,EAST ELMHURST
1882.6026170000002,School,40.75812227205206,-73.86112867224814,A Child's Place Day School,EAST ELMHURST
1882.6026170000002,School,40.763990435022514,-73.8706781360508,Public School 127,EAST ELMHURST
1882.6026170000002,School,40.757672984833675,-73.8680452672875,The Learning Tree Multicultural School,EAST ELMHURST
1847.3333329999998,Playground,40.64981575166433,-73.93260318057777,Tilden Playground,EAST FLATBUSH
1847.3333329999998,General Entertainment,40.653299808423206,-73.93456132435917,Swavorland Entertainment,EAST FLATBUSH
1847.3333329999998,School,40.651091979290996,-73.9351526038778,Excelsior School,EAST FLATBUSH
1847.3333329999998,School,40.657038,-73.928325,Pierre Paul Driving School,EAST FLATBUSH
2069.833333,Movie Theater,40.79951742477448,-73.94248317194982,Dinner and a Movie,EAST HARLEM
2069.833333,Playground,40.79316400662752,-73.943194974274,Poor Richard's Playground,EAST HARLEM
2069.833333,Playground,40.797178,-73.9419,PS/MS 57 Playground,EAST HARLEM
2069.833333,Playground,40.79005090622458,-73.94708687940027,White Playground,EAST HARLEM
2069.833333,Playground,40.79068966,-73.94088669,FP 2nd Section Playground,EAST HARLEM
2069.833333,Park,40.79284072338035,-73.9365188545079,Thomas Jefferson Park,EAST HARLEM
2069.833333,Park,40.79201054933993,-73.94559423067933,White Park 106 Street,EAST HARLEM
2069.833333,Park,40.79304885864258,-73.94831848144531,Peter Minuit Park,EAST HARLEM
2069.833333,Park,40.793907165527344,-73.9490966796875,Central Park East Gymnasium,EAST HARLEM
2069.833333,Park,40.796106,-73.948655,Stonehenge Park,EAST HARLEM
2069.833333,Park,40.792023410946506,-73.9455877465435,Pioneers' Gate,EAST HARLEM
2069.833333,Park,40.792620874121795,-73.94916482618012,Mae Grant Park,EAST HARLEM
2069.833333,School,40.79350594614499,-73.94317775328092,Tag Young Scholars School,EAST HARLEM
2069.833333,School,40.792815120249735,-73.94168770809934,P.S. 83 - Luis Munoz Rivera School,EAST HARLEM
2069.833333,School,40.79353712072332,-73.94893210838846,Central Park East High School,EAST HARLEM
2069.833333,School,40.792439,-73.947449,Cristo Rey High School,EAST HARLEM
2069.833333,School,40.795025693792226,-73.94074383751824,Our Lady Queen of Angels School,EAST HARLEM
2069.833333,School,40.795711517333984,-73.94434356689453,Success Academy Harlem East Middle School,EAST HARLEM
2069.833333,School,40.792737964887955,-73.93977304866662,St. Ann's School,EAST HARLEM
2069.833333,School,40.795823999999996,-73.943393,Akademia Driving School,EAST HARLEM
2069.833333,School,40.79197692871094,-73.94676971435547,The Heritage School,EAST HARLEM
2069.833333,School,40.799954,-73.94165,St. Paul School,EAST HARLEM
2069.833333,School,40.79354623718541,-73.9489581805389,Central Park East I Elementary School,EAST HARLEM
2069.833333,School,40.791067457663985,-73.94385646585441,Amber Charter School,EAST HARLEM
2069.833333,School,40.792637385456295,-73.94729711464412,The Young Women's Leadership School of East Harlem,EAST HARLEM
2069.833333,School,40.797314005186934,-73.93637372942055,P.S. 155 William Paca Elementary School,EAST HARLEM
2069.833333,School,40.790632364191815,-73.94403306075196,Park East High School,EAST HARLEM
2069.833333,School,40.79637,-73.93694599999999,@ Keith Haring School,EAST HARLEM
2069.833333,School,40.792465,-73.94747,Central Park East Middle School,EAST HARLEM
2069.833333,School,40.797509000000005,-73.93613,Renaissance School of the Arts,EAST HARLEM
2069.833333,School,40.797474970956166,-73.94132277814053,PS/MS 57 - James Weldon Johnson,EAST HARLEM
2069.833333,Office,40.799271000000005,-73.94251899999999,Office Of Council Member Melissa Mark-Viverito,EAST HARLEM
2069.833333,Office,40.79146306,-73.94206433,Franklin Plaza mgnt Office,EAST HARLEM
2069.833333,Office,40.79786276484782,-73.94223633666172,East Harlem District Public Health Office,EAST HARLEM
2069.833333,Office,40.79920333431325,-73.9428161120724,Councilwoman Mark-Viverito District Office,EAST HARLEM
2069.833333,Office,40.796084,-73.948633,Jeff R. PDE Office,EAST HARLEM
1818.5555559999998,Playground,40.66602482471738,-73.88659280758002,schenck play ground,EAST NEW YORK
1818.5555559999998,School,40.66775131225586,-73.87935638427734,Tineo driving school,EAST NEW YORK
1818.5555559999998,Office,40.66214992173677,-73.88056460158909,Management Office,EAST NEW YORK
1575.0,Playground,40.843,-73.890037,Fairmont Playground,EAST TREMONT
1575.0,Park,40.845144972444885,-73.89541625976562,Tremont Park,EAST TREMONT
1575.0,Park,40.847878612845996,-73.88985423677185,Arthur Park,EAST TREMONT
1575.0,Park,40.84446402537722,-73.88749429960852,Mapes park,EAST TREMONT
1575.0,Park,40.84076416514477,-73.89120357977235,Admiral Farragut Park,EAST TREMONT
1575.0,School,40.847499,-73.89657700000001,St Joseph's Elementary School,EAST TREMONT
1575.0,School,40.845689,-73.896973,Esther's Auto Driving School,EAST TREMONT
1575.0,School,40.843976101573574,-73.89066567779757,Children's Aid College Prep Charter School,EAST TREMONT
1575.0,School,40.84634017944336,-73.88932037353516,Ps 352X The  Vida Bogart School,EAST TREMONT
1575.0,School,40.8479446950458,-73.88859675555034,C.S. 57 The Crescent School,EAST TREMONT
1575.0,School,40.848242,-73.892316,The Williams Niles School,EAST TREMONT
1575.0,School,40.842498779296875,-73.89086151123047,Accion Academy middle school,EAST TREMONT
1575.0,School,40.84343,-73.886523,Sky Auto Driving School,EAST TREMONT
1575.0,Office,40.84809875488281,-73.88872528076172,Avon office,EAST TREMONT
1575.0,Office,40.841488,-73.886273,Jay Rivera Council Office,EAST TREMONT
2756.416667,Movie Theater,40.73098043159134,-73.9861875772476,City Cinemas Village East,EAST VILLAGE
2756.416667,Movie Theater,40.728109,-73.980565,Sir Sutton's magical movie rooftop center,EAST VILLAGE
2756.416667,Movie Theater,40.727602104482465,-73.99110356813573,DMAC Theater,EAST VILLAGE
2756.416667,Movie Theater,40.725025,-73.98902199999999,13p theater,EAST VILLAGE
2756.416667,Movie Theater,40.726453,-73.989572,The Theater @ The Bean Machine,EAST VILLAGE
2756.416667,Movie Theater,40.72774559168416,-73.9856890550459,Theatre 80,EAST VILLAGE
2756.416667,Movie Theater,40.731603,-73.9887579,AMC Loews Village 7,EAST VILLAGE
2756.416667,Playground,40.72673938353699,-73.98267038734572,Tompkins Square Park Playground,EAST VILLAGE
2756.416667,Playground,40.72530070652934,-73.98572613993713,Village View Playground,EAST VILLAGE
2756.416667,Playground,40.72512886248425,-73.98988691667307,East Village Playground,EAST VILLAGE
2756.416667,Playground,40.72418820501429,-73.98599185841991,Mckinley Playground,EAST VILLAGE
2756.416667,Park,40.72635671253812,-73.98232284448763,Tompkins Square Park,EAST VILLAGE
2756.416667,Park,40.72673938353699,-73.98267038734572,Tompkins Square Park Playground,EAST VILLAGE
2756.416667,Park,40.730007785276214,-73.98678020043161,Abe Lebewohl Park,EAST VILLAGE
2756.416667,Park,40.729254429768424,-73.99344262825535,Mercer Street Park,EAST VILLAGE
2756.416667,Park,40.729215,-73.983045,Lower East Side Park,EAST VILLAGE
2756.416667,Park,40.73379086488749,-73.98639187027493,Piff Park,EAST VILLAGE
2756.416667,Park,40.729324,-73.994276,Gallatin Park(ing) Spot,EAST VILLAGE
2756.416667,Park,40.72878729696505,-73.99077415466309,Cooper Triangle,EAST VILLAGE
2756.416667,Event Space,40.730868924043456,-73.99168319654355,PowerSPACE and Services,EAST VILLAGE
2756.416667,Event Space,40.724833,-73.98799,Spaceship 3rd St,EAST VILLAGE
2756.416667,General Entertainment,40.7296028137207,-73.99241638183594,E1 Entertainment,EAST VILLAGE
2756.416667,General Entertainment,40.72912333737282,-73.99211935141837,TiLT!,EAST VILLAGE
2756.416667,School,40.7248914,-73.9895979,"Nord Anglia International School, New York",EAST VILLAGE
2756.416667,School,40.730865821345944,-73.9869357496925,Third Street Music School,EAST VILLAGE
2756.416667,School,40.72936946760252,-73.98293119514854,East Side Community High School,EAST VILLAGE
2756.416667,School,40.7323445728014,-73.9826981855687,High School for Health Professions & Human Services,EAST VILLAGE
2756.416667,School,40.735584363075056,-73.98759813487872,Washington Irving High School,EAST VILLAGE
2756.416667,School,40.72554222270556,-73.98788807536043,PS 751 Manhattan School For Career Development,EAST VILLAGE
2756.416667,School,40.732570984376835,-73.98244910610394,Old Stuyvesant High School,EAST VILLAGE
2756.416667,School,40.73289494234141,-73.98449822568809,Manhattan Comprehensive Day & Night High School,EAST VILLAGE
2756.416667,School,40.728409383951,-73.99090416834223,Grace Church High School,EAST VILLAGE
2756.416667,School,40.73186371853412,-73.99011701047006,Grace Church School,EAST VILLAGE
2756.416667,School,40.7243620315296,-73.98647795592595,The Neighborhood School,EAST VILLAGE
2756.416667,School,40.728128999999996,-73.989743,Manhattan Free School,EAST VILLAGE
2756.416667,School,40.730507,-73.982261,Immaculate Conception School,EAST VILLAGE
2756.416667,School,40.72823467406437,-73.98948756005443,St. George School and Academy,EAST VILLAGE
2756.416667,School,40.735538482666016,-73.9874496459961,Gramercy Arts High School,EAST VILLAGE
2756.416667,School,40.735538482666016,-73.9874496459961,High School For Language And Diplomac,EAST VILLAGE
2756.416667,School,40.72990036010742,-73.9925765991211,Harvey Milk High School,EAST VILLAGE
2756.416667,School,40.735319,-73.987085,International High School at Union Square,EAST VILLAGE
2756.416667,School,40.72894165625177,-73.98261479312404,Girls Prep LES,EAST VILLAGE
2756.416667,School,40.73370092943923,-73.98552527257162,Friends Seminary,EAST VILLAGE
2756.416667,School,40.72426121207175,-73.98636229209787,P.S. 63,EAST VILLAGE
2756.416667,School,40.7298459,-73.9831511,University Settlement Beacon,EAST VILLAGE
2756.416667,Office,40.731008520891166,-73.99131695087293,Nielsen Scarborough NYC Office,EAST VILLAGE
2756.416667,Office,40.731358,-73.982751,Office of Assembly Member Brian Kavanagh,EAST VILLAGE
2756.416667,Office,40.72995191072702,-73.99238489366977,NYU Sustainability Office,EAST VILLAGE
2756.416667,Office,40.729443,-73.980373,Ariel Inc. VPC Projects Office,EAST VILLAGE
2756.416667,Office,40.72877317611646,-73.98048630250776,The Office of Elliot Mann,EAST VILLAGE
2756.416667,Office,40.72888245148534,-73.9915958914103,DealDash New York office,EAST VILLAGE
2756.416667,Office,40.735024,-73.988163,The Office,EAST VILLAGE
2756.416667,Office,40.73090491157773,-73.98970048666476,Miron Properties New Office,EAST VILLAGE
2756.416667,Office,40.728169,-73.992142,CAPTRUST Financial Advisors - NYC Office,EAST VILLAGE
2756.416667,Office,40.730989,-73.983866,Rock and Wrap it Up! Virtual Office NYC,EAST VILLAGE
2756.416667,Office,40.72643292154658,-73.9857950086998,Nety's Office,EAST VILLAGE
2756.416667,Office,40.733110873444524,-73.9908972116814,Uncommon Schools Home Office,EAST VILLAGE
2756.416667,Office,40.730066,-73.991488,Kris Sorbie Head Office,EAST VILLAGE
2756.416667,Office,40.73057887892517,-73.991331551224,Davinci Virtual Office Solutions,EAST VILLAGE
2756.416667,Office,40.729835,-73.983009,EV Office,EAST VILLAGE
2756.416667,Office,40.72936590636629,-73.99187874323661,Slack NYC Office,EAST VILLAGE
2756.416667,Office,40.72639,-73.9898,Brian's Office,EAST VILLAGE
2756.416667,Office,40.72556,-73.98988,Orta NY office,EAST VILLAGE
2756.416667,Office,40.72961557805384,-73.99210213479738,Vibrant Media (Downtown Office),EAST VILLAGE
2756.416667,Office,40.728537,-73.992562,Connections Media NYC Office,EAST VILLAGE
2756.416667,Office,40.728365,-73.992624,Hot Office Time Machine,EAST VILLAGE
2756.416667,Office,40.726431,-73.983344,Blink Fitness Membership Office,EAST VILLAGE
2756.416667,Office,40.728096044292,-73.99211361254487,"Media Darwin, Inc., Astor Place Office",EAST VILLAGE
2756.416667,Office,40.72466684600115,-73.98515223262113,Village View Maitenance Office,EAST VILLAGE
2756.416667,Office,40.727826,-73.993715,Dr. McGiff's Office,EAST VILLAGE
2756.416667,Office,40.72462579105863,-73.98792418909154,Parc Office,EAST VILLAGE
2756.416667,Office,40.730303,-73.994389,The Bruddy Office,EAST VILLAGE
2756.416667,Office,40.73391157932071,-73.99124686762174,Halstead Property - Village Office,EAST VILLAGE
2756.416667,Office,40.724195,-73.991227,"Hoovie, New York Office",EAST VILLAGE
2756.416667,Office,40.730574980839634,-73.99125851847568,Facebook NY,EAST VILLAGE
1708.324444,School,40.88867,-73.831591,Nativity School,EASTCHESTER
1708.324444,Playground,40.884101,-73.844906,Edenwald Playground,EDENWALD
1708.324444,Playground,40.88576,-73.845484,Playground At Susan E Wagner,EDENWALD
1708.324444,Playground,40.8850212097168,-73.84037017822266,stars and stripes playground,EDENWALD
1708.324444,School,40.886371105108,-73.84110721544607,One World Middle School,EDENWALD
1708.324444,School,40.883651365328355,-73.84078926444475,Cardinal Spellman High School,EDENWALD
1708.324444,School,40.88444137573242,-73.8393325805664,Bronx Charter School for Better Learning,EDENWALD
1708.324444,School,40.88442,-73.839656,PS 111 Seton Falls,EDENWALD
1708.324444,Office,40.88316911100024,-73.8402264163911,Mr Oppers Office,EDENWALD
1886.0,Park,40.73315898938614,-73.87153877,Hoffman Park,ELMHURST
1886.0,Park,40.734668659474416,-73.88246426554714,Grand Slope Park,ELMHURST
1886.0,School,40.73932489300321,-73.88227712447912,PS7 The Louis F. Simeone School,ELMHURST
1886.0,School,40.74083235370883,-73.87452849248676,Newtown High School,ELMHURST
1886.0,School,40.732330322265625,-73.87606811523438,Happy Dragon Pre-School,ELMHURST
1886.0,School,40.74082946777344,-73.87925720214844,Gold Success Driving School,ELMHURST
3765.5,Movie Theater,40.70562744140625,-74.00877380371094,Royal Theater Cinema,FINANCIAL DISTRICT
3765.5,Movie Theater,40.707084938618,-74.01217566402231,American Movie Company,FINANCIAL DISTRICT
3765.5,Movie Theater,40.7067518,-74.0034177,iPic Theaters at Fulton Market,FINANCIAL DISTRICT
3765.5,Playground,40.7062325343663,-74.00421519438541,Imagination Playground at Burling Slip,FINANCIAL DISTRICT
3765.5,Playground,40.70796044924517,-74.0084400122996,Playground,FINANCIAL DISTRICT
3765.5,Playground,40.70797148246381,-74.01025907148961,Playground FiDI,FINANCIAL DISTRICT
3765.5,Playground,40.707743,-74.008305,Homecrest Playground,FINANCIAL DISTRICT
3765.5,Playground,40.705999,-74.008999,Park Playground,FINANCIAL DISTRICT
3765.5,Playground,40.707894080302694,-74.00387070778504,Pearl Street Playground,FINANCIAL DISTRICT
3765.5,Park,40.71189313746398,-74.00779157376718,City Hall Park,FINANCIAL DISTRICT
3765.5,Park,40.70925931824435,-74.01124477386473,Zuccotti Park,FINANCIAL DISTRICT
3765.5,Park,40.70474141222478,-74.00668501853943,Mannahatta Park,FINANCIAL DISTRICT
3765.5,Park,40.71038391621699,-74.01386844682942,Liberty Park,FINANCIAL DISTRICT
3765.5,Park,40.70915048143227,-74.00788912660725,Park Dutch & John,FINANCIAL DISTRICT
3765.5,Park,40.707092359180585,-74.01054221484597,Starck Park,FINANCIAL DISTRICT
3765.5,Park,40.707504,-74.003696,Titanic Memorial Park,FINANCIAL DISTRICT
3765.5,Park,40.711583,-74.009763,The Park Place Garden,FINANCIAL DISTRICT
3765.5,Park,40.70419655908017,-74.0086794902338,Old Slip Park,FINANCIAL DISTRICT
3765.5,Park,40.70547450826637,-74.00753908383237,Wall Street Park,FINANCIAL DISTRICT
3765.5,Park,40.704635,-74.008158,andaz hotel park,FINANCIAL DISTRICT
3765.5,Park,40.71191565747644,-74.00709722564442,Gehry Westside Plaza Park,FINANCIAL DISTRICT
3765.5,Park,40.703414969477464,-74.01046349933438,Coenties Slip Park,FINANCIAL DISTRICT
3765.5,Park,40.711508,-74.008374,Millennium Park,FINANCIAL DISTRICT
3765.5,Park,40.706844373932014,-74.01381680283,Edgar Park,FINANCIAL DISTRICT
3765.5,Park,40.712010098256044,-74.00768061228233,Millenium Park,FINANCIAL DISTRICT
3765.5,Park,40.71102488154504,-74.00577738342068,NY by Gehry Spruce Street Park,FINANCIAL DISTRICT
3765.5,Park,40.70290006,-74.00686172,Casey's Park,FINANCIAL DISTRICT
3765.5,Park,40.71206513985081,-74.00709196539312,Statue Park,FINANCIAL DISTRICT
3765.5,Park,40.70455599115943,-74.01353117229301,Bowling Green,FINANCIAL DISTRICT
